Configuration,Pre_Onset_Mean,Attack_B4_Mean,Mean_Diff,Mean_Diff_CI_Lower,Mean_Diff_CI_Upper,Cohens_d,Overlap_Coef
OLD_STATIC,0.34960925727739733,0.3540773505830905,0.004468093305693144,-0.01991675716507248,0.028936628063346154,0.034910491579914014,0.9188116538200405
PORT_DYNAMIC,0.29898859160958907,0.29754708454810497,-0.0014415070614841041,-0.04128209903176048,0.03543212226894783,-0.008272055141049665,0.8916889652142661
MULTI_SIGNAL,0.30195558647260273,0.30544241982507286,0.003486833352470131,-0.036388473354223655,0.04164835831571494,0.019311675265536624,0.9116628060226049
